Customer Number,Customer Identifier,Customer Details,Market Segment Code,Phone Number,Account Balance,Market Segment,Comment
1014,Customer#000001014,Details for Customer 1014,16,55-151-852-3375,1807.02,FURNITURE,Excellent customer service experience 1014
1015,Customer#000001015,Details for Customer 1015,14,95-897-846-2382,1207.32,FURNITURE,Excellent customer service experience 1015
1016,Customer#000001016,Details for Customer 1016,11,97-166-270-5979,981.9,ELECTRONICS,Excellent customer service experience 1016
1017,Customer#000001017,Details for Customer 1017,13,80-149-840-9873,1887.68,ELECTRONICS,Excellent customer service experience 1017
1018,Customer#000001018,Details for Customer 1018,19,91-480-260-5143,900.09,AUTOMOBILE,Excellent customer service experience 1018
1019,Customer#000001019,Details for Customer 1019,16,92-895-943-2749,602.86,AUTOMOBILE,Excellent customer service experience 1019
1020,Customer#000001020,Details for Customer 1020,12,82-674-955-4752,529.6,FURNITURE,Excellent customer service experience 1020
1021,Customer#000001021,Details for Customer 1021,18,93-760-831-8081,1672.21,ELECTRONICS,Excellent customer service experience 1021
1022,Customer#000001022,Details for Customer 1022,18,85-106-436-5767,829.27,BUILDING,Excellent customer service experience 1022
1023,Customer#000001023,Details for Customer 1023,12,55-520-125-5598,1598.06,BUILDING,Excellent customer service experience 1023
1024,Customer#000001024,Details for Customer 1024,19,56-681-285-7468,1119.3,FURNITURE,Excellent customer service experience 1024
1025,Customer#000001025,Details for Customer 1025,13,43-521-997-4121,1429.82,ELECTRONICS,Excellent customer service experience 1025
1026,Customer#000001026,Details for Customer 1026,12,22-101-683-6468,872.86,AUTOMOBILE,Excellent customer service experience 1026
1027,Customer#000001027,Details for Customer 1027,11,18-274-916-4810,986.41,FURNITURE,Excellent customer service experience 1027
1028,Customer#000001028,Details for Customer 1028,11,55-529-371-1551,1978.81,BUILDING,Excellent customer service experience 1028
1029,Customer#000001029,Details for Customer 1029,15,12-910-367-6983,1047.16,AUTOMOBILE,Excellent customer service experience 1029
1030,Customer#000001030,Details for Customer 1030,16,80-800-550-3762,1578.81,BUILDING,Excellent customer service experience 1030
1031,Customer#000001031,Details for Customer 1031,11,52-785-821-5328,1263.29,ELECTRONICS,Excellent customer service experience 1031
1032,Customer#000001032,Details for Customer 1032,17,27-793-491-2867,1482.22,BUILDING,Excellent customer service experience 1032
1033,Customer#000001033,Details for Customer 1033,19,36-378-328-7780,846.45,ELECTRONICS,Excellent customer service experience 1033
1034,Customer#000001034,Details for Customer 1034,19,86-299-931-5689,1323.57,ELECTRONICS,Excellent customer service experience 1034
1035,Customer#000001035,Details for Customer 1035,16,64-235-282-8367,1632.96,FURNITURE,Excellent customer service experience 1035
1036,Customer#000001036,Details for Customer 1036,12,18-184-661-7616,781.7,AUTOMOBILE,Excellent customer service experience 1036
1037,Customer#000001037,Details for Customer 1037,12,60-510-881-6707,1736.15,ELECTRONICS,Excellent customer service experience 1037
1038,Customer#000001038,Details for Customer 1038,16,88-375-262-9978,1330.83,FURNITURE,Excellent customer service experience 1038
1039,Customer#000001039,Details for Customer 1039,18,70-549-643-2605,719.33,BUILDING,Excellent customer service experience 1039
1040,Customer#000001040,Details for Customer 1040,15,61-331-340-6000,686.76,AUTOMOBILE,Excellent customer service experience 1040
1041,Customer#000001041,Details for Customer 1041,16,42-222-362-7049,512.72,AUTOMOBILE,Excellent customer service experience 1041
1042,Customer#000001042,Details for Customer 1042,19,10-734-231-7207,1048.24,ELECTRONICS,Excellent customer service experience 1042
1043,Customer#000001043,Details for Customer 1043,15,51-281-915-9762,1355.2,AUTOMOBILE,Excellent customer service experience 1043
1044,Customer#000001044,Details for Customer 1044,12,79-144-735-4170,727.45,AUTOMOBILE,Excellent customer service experience 1044
1045,Customer#000001045,Details for Customer 1045,19,11-203-751-4981,1612.72,BUILDING,Excellent customer service experience 1045
1046,Customer#000001046,Details for Customer 1046,18,22-176-117-3356,554.69,BUILDING,Excellent customer service experience 1046
1047,Customer#000001047,Details for Customer 1047,15,99-335-391-1311,1740.45,FURNITURE,Excellent customer service experience 1047
1048,Customer#000001048,Details for Customer 1048,18,72-793-428-6133,1932.54,ELECTRONICS,Excellent customer service experience 1048
1049,Customer#000001049,Details for Customer 1049,18,18-638-183-3735,1118.65,ELECTRONICS,Excellent customer service experience 1049
1050,Customer#000001050,Details for Customer 1050,10,67-514-303-8795,1767.34,FURNITURE,Excellent customer service experience 1050
1051,Customer#000001051,Details for Customer 1051,10,66-149-759-3991,1975.28,FURNITURE,Excellent customer service experience 1051
1052,Customer#000001052,Details for Customer 1052,14,60-582-173-7162,1912.67,ELECTRONICS,Excellent customer service experience 1052
1053,Customer#000001053,Details for Customer 1053,14,62-208-617-6658,523.73,ELECTRONICS,Excellent customer service experience 1053
1054,Customer#000001054,Details for Customer 1054,19,25-515-111-7327,575.9,FURNITURE,Excellent customer service experience 1054
1055,Customer#000001055,Details for Customer 1055,15,52-736-306-9650,904.25,FURNITURE,Excellent customer service experience 1055
1056,Customer#000001056,Details for Customer 1056,12,81-506-155-9655,1949.67,FURNITURE,Excellent customer service experience 1056
1057,Customer#000001057,Details for Customer 1057,17,62-423-207-6506,719.59,ELECTRONICS,Excellent customer service experience 1057
1058,Customer#000001058,Details for Customer 1058,16,35-721-927-6894,1841.16,ELECTRONICS,Excellent customer service experience 1058
1059,Customer#000001059,Details for Customer 1059,11,23-466-816-1754,1373.3,FURNITURE,Excellent customer service experience 1059
1060,Customer#000001060,Details for Customer 1060,17,99-402-741-9271,1161.02,AUTOMOBILE,Excellent customer service experience 1060
1061,Customer#000001061,Details for Customer 1061,19,61-556-720-5315,1755.78,BUILDING,Excellent customer service experience 1061
1062,Customer#000001062,Details for Customer 1062,12,74-143-136-2116,1349.8,FURNITURE,Excellent customer service experience 1062
1063,Customer#000001063,Details for Customer 1063,10,52-527-334-1211,1253.32,BUILDING,Excellent customer service experience 1063
1064,Customer#000001064,Details for Customer 1064,19,44-937-198-1224,1413.63,FURNITURE,Excellent customer service experience 1064
1065,Customer#000001065,Details for Customer 1065,16,10-675-969-9322,1861.24,BUILDING,Excellent customer service experience 1065
1066,Customer#000001066,Details for Customer 1066,17,79-669-733-2153,1868.36,ELECTRONICS,Excellent customer service experience 1066
1067,Customer#000001067,Details for Customer 1067,13,17-907-976-3399,578.69,BUILDING,Excellent customer service experience 1067
1068,Customer#000001068,Details for Customer 1068,13,98-690-796-2075,930.36,AUTOMOBILE,Excellent customer service experience 1068
1069,Customer#000001069,Details for Customer 1069,16,31-643-571-2584,852.89,AUTOMOBILE,Excellent customer service experience 1069
1070,Customer#000001070,Details for Customer 1070,11,59-929-327-7194,1794.52,AUTOMOBILE,Excellent customer service experience 1070
1071,Customer#000001071,Details for Customer 1071,11,42-420-457-5372,1222.2,FURNITURE,Excellent customer service experience 1071
1072,Customer#000001072,Details for Customer 1072,15,82-481-783-8536,1554.89,ELECTRONICS,Excellent customer service experience 1072
1073,Customer#000001073,Details for Customer 1073,11,35-219-865-5370,1592.83,FURNITURE,Excellent customer service experience 1073
1074,Customer#000001074,Details for Customer 1074,11,97-169-967-3354,827.11,FURNITURE,Excellent customer service experience 1074
1075,Customer#000001075,Details for Customer 1075,13,30-608-164-9621,1553.81,AUTOMOBILE,Excellent customer service experience 1075
1076,Customer#000001076,Details for Customer 1076,16,17-692-711-3661,1606.78,ELECTRONICS,Excellent customer service experience 1076
1077,Customer#000001077,Details for Customer 1077,15,91-283-948-5728,561.88,BUILDING,Excellent customer service experience 1077
1078,Customer#000001078,Details for Customer 1078,12,45-263-123-6592,1729.22,ELECTRONICS,Excellent customer service experience 1078
1079,Customer#000001079,Details for Customer 1079,11,67-238-761-7363,837.52,BUILDING,Excellent customer service experience 1079
1080,Customer#000001080,Details for Customer 1080,13,30-457-467-1330,1284.89,BUILDING,Excellent customer service experience 1080
1081,Customer#000001081,Details for Customer 1081,12,81-526-547-9671,996.65,ELECTRONICS,Excellent customer service experience 1081
1082,Customer#000001082,Details for Customer 1082,11,88-449-791-5127,832.08,FURNITURE,Excellent customer service experience 1082
1083,Customer#000001083,Details for Customer 1083,19,43-203-474-7123,694.5,FURNITURE,Excellent customer service experience 1083
1084,Customer#000001084,Details for Customer 1084,19,43-735-129-1646,716.02,FURNITURE,Excellent customer service experience 1084
1085,Customer#000001085,Details for Customer 1085,19,82-355-465-1202,1519.11,BUILDING,Excellent customer service experience 1085
1086,Customer#000001086,Details for Customer 1086,10,72-344-918-5710,1244.59,ELECTRONICS,Excellent customer service experience 1086
1087,Customer#000001087,Details for Customer 1087,19,34-673-322-9862,1552.67,AUTOMOBILE,Excellent customer service experience 1087
1088,Customer#000001088,Details for Customer 1088,19,53-582-255-9601,1470.44,BUILDING,Excellent customer service experience 1088
1089,Customer#000001089,Details for Customer 1089,10,90-792-920-3412,603.51,AUTOMOBILE,Excellent customer service experience 1089
1090,Customer#000001090,Details for Customer 1090,15,76-538-514-3836,1069.34,ELECTRONICS,Excellent customer service experience 1090
1091,Customer#000001091,Details for Customer 1091,14,57-325-801-7982,1862.5,ELECTRONICS,Excellent customer service experience 1091
1092,Customer#000001092,Details for Customer 1092,13,39-554-349-3522,1801.16,AUTOMOBILE,Excellent customer service experience 1092
1093,Customer#000001093,Details for Customer 1093,18,43-568-924-6647,501.62,AUTOMOBILE,Excellent customer service experience 1093
1094,Customer#000001094,Details for Customer 1094,19,31-191-143-6970,569.67,FURNITURE,Excellent customer service experience 1094
1095,Customer#000001095,Details for Customer 1095,12,20-368-788-7902,1549.61,BUILDING,Excellent customer service experience 1095
1096,Customer#000001096,Details for Customer 1096,10,12-559-490-9407,513.98,AUTOMOBILE,Excellent customer service experience 1096
1097,Customer#000001097,Details for Customer 1097,14,71-803-766-5344,566.17,AUTOMOBILE,Excellent customer service experience 1097
1098,Customer#000001098,Details for Customer 1098,18,52-828-999-7487,1067.04,AUTOMOBILE,Excellent customer service experience 1098
1099,Customer#000001099,Details for Customer 1099,13,85-616-783-5170,1133.11,ELECTRONICS,Excellent customer service experience 1099
1100,Customer#000001100,Details for Customer 1100,19,98-286-313-7857,1038.13,FURNITURE,Excellent customer service experience 1100
1101,Customer#000001101,Details for Customer 1101,17,48-430-301-1587,1771.84,AUTOMOBILE,Excellent customer service experience 1101
1102,Customer#000001102,Details for Customer 1102,15,29-584-915-8410,595.71,ELECTRONICS,Excellent customer service experience 1102
1103,Customer#000001103,Details for Customer 1103,11,56-606-257-1028,1370.37,ELECTRONICS,Excellent customer service experience 1103
1104,Customer#000001104,Details for Customer 1104,13,49-810-486-3275,1021.78,AUTOMOBILE,Excellent customer service experience 1104
1105,Customer#000001105,Details for Customer 1105,10,18-620-359-9471,1692.24,BUILDING,Excellent customer service experience 1105
1106,Customer#000001106,Details for Customer 1106,14,37-158-894-7299,1706.56,FURNITURE,Excellent customer service experience 1106
1107,Customer#000001107,Details for Customer 1107,11,74-933-899-1658,622.92,ELECTRONICS,Excellent customer service experience 1107
1108,Customer#000001108,Details for Customer 1108,13,35-680-532-4712,1141.78,ELECTRONICS,Excellent customer service experience 1108
1109,Customer#000001109,Details for Customer 1109,14,54-733-729-3939,925.42,AUTOMOBILE,Excellent customer service experience 1109
1110,Customer#000001110,Details for Customer 1110,18,64-515-872-2813,1388.57,ELECTRONICS,Excellent customer service experience 1110
